Folder_Name,RNA_Number,Protein_Class_0_Likelihood,Protein_Class_1_Likelihood,Protein_Class_2_Likelihood,Protein_Class_3_Likelihood,Protein_Class_4_Likelihood,Protein_Class_5_Likelihood,Protein_Class_6_Likelihood,Protein_Class_7_Likelihood,Protein_Class_8_Likelihood,Protein_Class_9_Likelihood,Protein_Class_10_Likelihood,Protein_Class_11_Likelihood,Protein_Class_12_Likelihood,Protein_Class_13_Likelihood,Protein_Class_14_Likelihood,Protein_Class_15_Likelihood,Protein_Class_16_Likelihood
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/27_ICLIP_TDP43_hg19,0,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/24_PARCLIP_QKI_hg19,1,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/24_PARCLIP_QKI_hg19,2,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/24_PARCLIP_QKI_hg19,3,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/17_ICLIP_HNRNPC_hg19,4,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/23_PARCLIP_PUM2_hg19,5,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/12_PARCLIP_EWSR1_hg19,6,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/23_PARCLIP_PUM2_hg19,7,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/26_PARCLIP_TAF15_hg19,8,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/19_ICLIP_hnRNPL_U266_group_3986_all-hnRNPL-U266-hg19_sum_G_hg19--ensembl59_from_2485_bedGraph-cDNA-hits-in-genome,9,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/3_HITSCLIP_Ago2_binding_clusters,10,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/28_ICLIP_TIA1_hg19,11,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/22_ICLIP_NSUN2_293_group_4007_all-NSUN2-293-hg19_sum_G_hg19--ensembl59_from_3137-3202_bedGraph-cDNA-hits-in-genome,12,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/15_PARCLIP_IGF2BP123_hg19,13,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/22_ICLIP_NSUN2_293_group_4007_all-NSUN2-293-hg19_sum_G_hg19--ensembl59_from_3137-3202_bedGraph-cDNA-hits-in-genome,14,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/12_PARCLIP_EWSR1_hg19,15,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/22_ICLIP_NSUN2_293_group_4007_all-NSUN2-293-hg19_sum_G_hg19--ensembl59_from_3137-3202_bedGraph-cDNA-hits-in-genome,16,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/26_PARCLIP_TAF15_hg19,17,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/10_PARCLIP_ELAVL1A_hg19,18,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/23_PARCLIP_PUM2_hg19,19,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/3_HITSCLIP_Ago2_binding_clusters,20,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/15_PARCLIP_IGF2BP123_hg19,21,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/27_ICLIP_TDP43_hg19,22,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/3_HITSCLIP_Ago2_binding_clusters,23,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/25_CLIPSEQ_SFRS1_hg19,24,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/6_CLIP-seq-eIF4AIII_1,25,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/13_PARCLIP_FUS_hg19,26,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/15_PARCLIP_IGF2BP123_hg19,27,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/15_PARCLIP_IGF2BP123_hg19,28,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/13_PARCLIP_FUS_hg19,29,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/24_PARCLIP_QKI_hg19,30,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/31_ICLIP_U2AF65_Hela_iCLIP_ctrl+kd_all_clusters,31,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/15_PARCLIP_IGF2BP123_hg19,32,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/17_ICLIP_HNRNPC_hg19,33,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/10_PARCLIP_ELAVL1A_hg19,34,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/10_PARCLIP_ELAVL1A_hg19,35,0.05824702,0.058010824,0.06020507,0.05879296,0.05873787,0.057986222,0.05979147,0.059260547,0.059856318,0.058417603,0.059232876,0.059688456,0.057935573,0.059400477,0.058094222,0.05789605,0.058446433
